Invoice,StockCode,Description,Quantity,InvoiceDate,Price,CustomerID,Country
536273,71053,WHITE METAL LANTERN,2,2026-01-10 08:13:00,2.22,17156,Spain
536274,71053,WHITE METAL LANTERN,43,2026-01-19 05:07:00,5.45,13205,Germany
536275,84406B,CREAM CUPID HEARTS COAT HANGER,16,2026-01-12 10:03:00,7.8,15559,France
536276,71053,WHITE METAL LANTERN,14,2026-01-12 19:39:00,1.23,13708,Spain
536277,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,32,2026-01-13 10:27:00,7.71,13953,Spain
536278,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,46,2026-01-24 18:36:00,7.02,15734,UK
536279,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,21,2026-01-15 19:54:00,5.19,12447,Germany
536280,85123A,WHITE HANGING HEART T-LIGHT HOLDER,33,2026-01-17 21:45:00,3.64,16412,France
536281,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,29,2026-01-20 04:20:00,5.89,16007,Germany
536282,22633,HAND WARMER UNION JACK,34,2026-01-14 04:33:00,4.42,14187,France
536283,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,41,2026-01-22 07:45:00,5.84,17741,UK
536284,71053,WHITE METAL LANTERN,12,2026-01-20 12:46:00,8.54,13340,UK
536285,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,40,2026-01-15 07:04:00,5.98,15153,Spain
536286,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,9,2026-01-15 00:25:00,3.38,14987,Italy
536287,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,32,2026-01-02 11:48:00,1.25,15196,Germany
536288,22633,HAND WARMER UNION JACK,15,2026-01-05 22:30:00,5.65,16598,Germany
536289,22633,HAND WARMER UNION JACK,5,2026-01-08 17:58:00,6.07,15960,Spain
536290,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2026-01-07 15:07:00,5.27,12189,Italy
536291,71053,WHITE METAL LANTERN,15,2026-01-15 23:00:00,9.17,16989,France
536292,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,18,2026-01-20 09:36:00,6.39,13080,Spain
536293,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2026-01-22 00:21:00,9.52,15603,Germany
536294,22633,HAND WARMER UNION JACK,1,2026-01-21 08:47:00,9.89,13873,France
536295,22633,HAND WARMER UNION JACK,29,2026-01-01 12:58:00,5.34,14991,UK
536296,71053,WHITE METAL LANTERN,3,2026-01-20 08:50:00,4.11,12124,Spain
536297,85123A,WHITE HANGING HEART T-LIGHT HOLDER,26,2026-01-21 09:37:00,4.75,14513,France
536298,22633,HAND WARMER UNION JACK,22,2026-01-20 00:45:00,6.74,14023,Spain
536299,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,18,2026-01-10 19:57:00,3.62,13407,France
536300,22633,HAND WARMER UNION JACK,40,2026-01-13 07:16:00,9.37,16352,Italy
536301,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,5,2026-01-04 14:40:00,9.4,17553,UK
536302,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,19,2026-01-18 02:55:00,1.83,17642,UK
536303,71053,WHITE METAL LANTERN,47,2026-01-03 09:22:00,1.45,17937,UK
536304,84406B,CREAM CUPID HEARTS COAT HANGER,17,2026-01-26 06:56:00,9.15,16743,UK
536305,71053,WHITE METAL LANTERN,21,2026-01-17 22:05:00,1.73,15324,France
536306,84406B,CREAM CUPID HEARTS COAT HANGER,25,2026-01-10 12:17:00,4.7,13970,Spain
536307,22633,HAND WARMER UNION JACK,30,2026-01-20 17:17:00,6.04,13361,Spain
536308,22633,HAND WARMER UNION JACK,36,2026-01-04 22:29:00,3.31,14864,France
536309,85123A,WHITE HANGING HEART T-LIGHT HOLDER,46,2026-01-07 18:06:00,6.67,12207,Spain
536310,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,31,2026-01-11 14:06:00,7.38,13795,France
536311,85123A,WHITE HANGING HEART T-LIGHT HOLDER,26,2026-01-06 01:28:00,6.01,12641,Germany
536312,71053,WHITE METAL LANTERN,31,2026-01-24 07:06:00,9.52,15192,France
536313,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,36,2026-01-07 04:56:00,8.0,13630,Spain
536314,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2026-01-23 08:36:00,8.73,12291,UK
536315,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,36,2026-01-09 05:19:00,5.09,13480,Spain
536316,84406B,CREAM CUPID HEARTS COAT HANGER,8,2026-01-15 00:25:00,2.62,12200,Germany
536317,84406B,CREAM CUPID HEARTS COAT HANGER,5,2026-01-11 04:19:00,3.1,12256,Spain
536318,85123A,WHITE HANGING HEART T-LIGHT HOLDER,40,2026-01-02 21:17:00,2.41,12519,Italy
536319,85123A,WHITE HANGING HEART T-LIGHT HOLDER,45,2026-01-18 02:37:00,8.82,17328,UK
536320,22633,HAND WARMER UNION JACK,46,2026-01-14 08:11:00,1.85,14633,Germany
536321,84406B,CREAM CUPID HEARTS COAT HANGER,19,2026-01-05 13:01:00,5.51,13421,UK
536322,22633,HAND WARMER UNION JACK,6,2026-01-11 17:23:00,9.18,14728,France
536323,71053,WHITE METAL LANTERN,25,2026-01-21 12:17:00,7.82,15013,Italy
536324,84406B,CREAM CUPID HEARTS COAT HANGER,6,2026-01-15 14:51:00,2.58,13305,France
536325,85123A,WHITE HANGING HEART T-LIGHT HOLDER,34,2026-01-15 12:01:00,9.16,16522,Italy
536326,84406B,CREAM CUPID HEARTS COAT HANGER,9,2026-01-06 20:10:00,5.34,16623,Germany
536327,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2026-01-12 15:26:00,3.42,13835,Spain
536328,22633,HAND WARMER UNION JACK,8,2026-01-03 23:23:00,2.64,15039,France
536329,84406B,CREAM CUPID HEARTS COAT HANGER,11,2026-01-24 23:08:00,6.67,14182,France
536330,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2026-01-20 11:20:00,2.14,17365,Italy
536331,71053,WHITE METAL LANTERN,5,2026-01-24 14:57:00,1.76,17328,Spain
536332,85123A,WHITE HANGING HEART T-LIGHT HOLDER,19,2026-01-24 07:41:00,6.59,14913,France
536333,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,33,2026-01-02 12:04:00,7.02,13604,Italy
536334,84406B,CREAM CUPID HEARTS COAT HANGER,25,2026-01-25 21:24:00,8.25,16211,Germany
536335,22633,HAND WARMER UNION JACK,23,2026-01-20 15:53:00,7.44,14824,Italy
536336,22633,HAND WARMER UNION JACK,16,2026-01-15 08:49:00,3.8,13056,UK
536337,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,34,2026-01-17 02:18:00,9.98,16604,Spain
536338,71053,WHITE METAL LANTERN,39,2026-01-12 18:14:00,7.21,12648,UK
536339,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,40,2026-01-20 08:18:00,8.27,16315,UK
536340,84406B,CREAM CUPID HEARTS COAT HANGER,11,2026-01-10 11:00:00,6.87,16962,France
536341,22633,HAND WARMER UNION JACK,39,2026-01-13 19:59:00,3.21,14276,Spain
536342,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2026-01-17 08:13:00,7.97,14605,Germany
536343,84406B,CREAM CUPID HEARTS COAT HANGER,26,2026-01-15 22:50:00,9.85,13996,France
536344,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2026-01-15 20:07:00,5.04,16258,UK
536345,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,36,2026-01-06 01:50:00,5.52,16877,France
536346,22633,HAND WARMER UNION JACK,33,2026-01-16 08:18:00,8.69,13661,Germany
536347,22633,HAND WARMER UNION JACK,8,2026-01-16 15:33:00,8.94,14244,Spain
536348,85123A,WHITE HANGING HEART T-LIGHT HOLDER,17,2026-01-24 14:54:00,7.9,15463,France
536349,84406B,CREAM CUPID HEARTS COAT HANGER,8,2026-01-02 10:21:00,6.42,15983,UK
536350,22633,HAND WARMER UNION JACK,3,2026-01-19 07:14:00,5.3,12515,UK
536351,84406B,CREAM CUPID HEARTS COAT HANGER,10,2026-01-03 21:26:00,3.49,13848,Spain
536352,84406B,CREAM CUPID HEARTS COAT HANGER,21,2026-01-05 14:37:00,1.59,13615,France
536353,85123A,WHITE HANGING HEART T-LIGHT HOLDER,35,2026-01-23 14:35:00,6.28,17946,UK
536354,85123A,WHITE HANGING HEART T-LIGHT HOLDER,26,2026-01-17 00:18:00,9.05,16992,France
536355,22633,HAND WARMER UNION JACK,14,2026-01-14 06:30:00,3.98,12529,UK
536356,71053,WHITE METAL LANTERN,47,2026-01-20 16:25:00,6.61,16100,Italy
536357,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2026-01-13 22:20:00,6.55,13174,UK
536358,84406B,CREAM CUPID HEARTS COAT HANGER,34,2026-01-23 14:15:00,1.62,12634,France
536359,71053,WHITE METAL LANTERN,45,2026-01-17 11:23:00,6.62,13540,Germany
536360,22633,HAND WARMER UNION JACK,47,2026-01-11 18:53:00,4.28,17767,Spain
536361,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2026-01-13 19:37:00,9.11,16630,Spain
536362,84406B,CREAM CUPID HEARTS COAT HANGER,41,2026-01-12 12:58:00,3.18,15178,Germany
536363,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,2026-01-21 08:37:00,8.5,12668,France
536364,84406B,CREAM CUPID HEARTS COAT HANGER,33,2026-01-12 05:24:00,6.91,13280,UK
536365,85123A,WHITE HANGING HEART T-LIGHT HOLDER,48,2026-01-19 13:38:00,7.65,13344,UK
536366,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2026-01-19 06:00:00,1.26,14423,Germany
536367,22633,HAND WARMER UNION JACK,32,2026-01-09 05:11:00,1.9,13157,Germany
536368,84406B,CREAM CUPID HEARTS COAT HANGER,3,2026-01-12 22:22:00,6.79,12209,Germany
536369,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,31,2026-01-13 21:51:00,2.03,15064,Italy
536370,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,40,2026-01-05 14:05:00,2.83,15370,Germany
536371,71053,WHITE METAL LANTERN,35,2026-01-03 01:58:00,4.0,15005,France
536372,84406B,CREAM CUPID HEARTS COAT HANGER,41,2026-01-03 06:17:00,3.89,12009,France
536373,22633,HAND WARMER UNION JACK,10,2026-01-15 14:36:00,4.65,14129,Italy
536374,22633,HAND WARMER UNION JACK,11,2026-01-22 12:59:00,8.97,12468,Germany
536375,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,23,2026-01-04 20:48:00,8.82,17758,France
536376,71053,WHITE METAL LANTERN,16,2026-01-18 01:35:00,8.1,15423,UK
536377,85123A,WHITE HANGING HEART T-LIGHT HOLDER,23,2026-01-01 18:30:00,9.14,12908,Germany
536378,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2026-01-02 07:22:00,5.59,17300,Germany
536379,71053,WHITE METAL LANTERN,9,2026-01-04 15:01:00,8.31,15531,UK
536380,85123A,WHITE HANGING HEART T-LIGHT HOLDER,50,2026-01-19 19:30:00,5.54,15725,Spain
536381,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,21,2026-01-04 03:46:00,3.24,13255,Spain
536382,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,9,2026-01-18 02:15:00,10.0,15247,Spain
536383,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2026-01-25 14:39:00,1.24,16293,France
536384,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2026-01-02 15:46:00,3.45,17074,Germany
536385,85123A,WHITE HANGING HEART T-LIGHT HOLDER,50,2026-01-07 23:23:00,5.01,17243,UK
536386,22633,HAND WARMER UNION JACK,29,2026-01-15 12:39:00,9.51,16323,Germany
536387,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,19,2026-01-14 01:31:00,3.71,16728,Spain
536388,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2026-01-20 16:06:00,1.23,15146,UK
536389,84406B,CREAM CUPID HEARTS COAT HANGER,7,2026-01-10 08:09:00,8.89,17132,Italy
536390,85123A,WHITE HANGING HEART T-LIGHT HOLDER,28,2026-01-12 01:54:00,2.23,17979,Spain
536391,85123A,WHITE HANGING HEART T-LIGHT HOLDER,19,2026-01-15 20:48:00,9.34,13500,France
536392,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,20,2026-01-04 17:10:00,3.15,15968,Italy
536393,84406B,CREAM CUPID HEARTS COAT HANGER,44,2026-01-13 20:33:00,4.35,17334,UK
536394,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2026-01-04 11:50:00,9.04,12084,France
536395,84406B,CREAM CUPID HEARTS COAT HANGER,13,2026-01-23 22:21:00,2.97,13598,France
536396,84406B,CREAM CUPID HEARTS COAT HANGER,42,2026-01-23 06:11:00,2.54,15924,Italy
536397,85123A,WHITE HANGING HEART T-LIGHT HOLDER,33,2026-01-19 20:25:00,8.29,16456,Italy
536398,84406B,CREAM CUPID HEARTS COAT HANGER,13,2026-01-02 08:51:00,4.53,16667,UK
536399,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,15,2026-01-23 18:03:00,5.3,17361,Spain
536400,85123A,WHITE HANGING HEART T-LIGHT HOLDER,36,2026-01-07 09:10:00,6.78,14207,France
536401,71053,WHITE METAL LANTERN,25,2026-01-13 07:43:00,4.2,14469,Italy
536402,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,30,2026-01-04 16:47:00,1.48,16575,Germany
536403,84406B,CREAM CUPID HEARTS COAT HANGER,8,2026-01-22 16:25:00,4.61,13728,France
536404,71053,WHITE METAL LANTERN,5,2026-01-10 00:42:00,5.76,14189,Italy
536405,85123A,WHITE HANGING HEART T-LIGHT HOLDER,34,2026-01-22 12:39:00,9.56,17489,Germany
536406,85123A,WHITE HANGING HEART T-LIGHT HOLDER,45,2026-01-23 16:19:00,4.39,17084,Germany
536407,84406B,CREAM CUPID HEARTS COAT HANGER,11,2026-01-13 09:16:00,6.76,15632,Italy
536408,85123A,WHITE HANGING HEART T-LIGHT HOLDER,17,2026-01-20 04:37:00,8.63,13173,UK
536409,71053,WHITE METAL LANTERN,40,2026-01-22 21:11:00,6.17,13106,Spain
536410,22633,HAND WARMER UNION JACK,30,2026-01-20 11:40:00,5.46,17078,UK
536411,71053,WHITE METAL LANTERN,26,2026-01-04 21:58:00,7.3,12609,France
536412,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2026-01-15 23:25:00,1.55,16198,UK
536413,71053,WHITE METAL LANTERN,12,2026-01-22 01:00:00,1.7,17303,Germany
536414,71053,WHITE METAL LANTERN,45,2026-01-06 04:01:00,4.44,15872,Italy
536415,85123A,WHITE HANGING HEART T-LIGHT HOLDER,16,2026-01-21 07:16:00,8.33,17644,UK
536416,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,32,2026-01-17 11:40:00,8.18,16566,France
536417,85123A,WHITE HANGING HEART T-LIGHT HOLDER,20,2026-01-03 05:01:00,4.98,12741,France
536418,22633,HAND WARMER UNION JACK,41,2026-01-16 03:04:00,1.55,16582,Italy
536419,22633,HAND WARMER UNION JACK,44,2026-01-06 13:12:00,3.89,15156,France
536420,84406B,CREAM CUPID HEARTS COAT HANGER,39,2026-01-05 12:58:00,8.26,16094,Germany
536421,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,47,2026-01-16 11:02:00,3.02,13625,Spain
536422,71053,WHITE METAL LANTERN,15,2026-01-20 21:41:00,5.85,12472,France
536423,22633,HAND WARMER UNION JACK,44,2026-01-14 17:32:00,3.89,16964,Germany
536424,84406B,CREAM CUPID HEARTS COAT HANGER,21,2026-01-08 06:30:00,7.14,17896,Germany
536425,71053,WHITE METAL LANTERN,33,2026-01-15 14:26:00,5.31,13724,Italy
536426,71053,WHITE METAL LANTERN,34,2026-01-14 10:53:00,6.73,15942,UK
536427,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2026-01-04 02:07:00,1.62,14529,UK
536428,71053,WHITE METAL LANTERN,42,2026-01-17 04:14:00,1.67,15633,Italy
536429,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2026-01-10 17:41:00,8.07,16811,Italy
536430,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,2026-01-01 20:05:00,5.41,15267,Germany
536431,71053,WHITE METAL LANTERN,29,2026-01-16 15:16:00,5.64,16816,Germany
536432,22633,HAND WARMER UNION JACK,1,2026-01-24 16:00:00,1.52,15055,UK
536433,85123A,WHITE HANGING HEART T-LIGHT HOLDER,50,2026-01-15 18:25:00,2.1,12067,Germany
536434,84406B,CREAM CUPID HEARTS COAT HANGER,49,2026-01-26 04:36:00,2.19,15321,Spain
536435,84406B,CREAM CUPID HEARTS COAT HANGER,5,2026-01-11 04:49:00,7.12,17663,France
536436,85123A,WHITE HANGING HEART T-LIGHT HOLDER,31,2026-01-03 03:29:00,4.18,14075,Italy
536437,71053,WHITE METAL LANTERN,8,2026-01-06 18:16:00,7.59,15314,Spain
536438,85123A,WHITE HANGING HEART T-LIGHT HOLDER,27,2026-01-10 05:04:00,8.52,16199,Spain
536439,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,16,2026-01-15 12:58:00,9.98,12884,UK
536440,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,14,2026-01-15 00:23:00,5.16,13481,Germany
536441,85123A,WHITE HANGING HEART T-LIGHT HOLDER,37,2026-01-21 02:26:00,3.27,15066,Germany
536442,71053,WHITE METAL LANTERN,5,2026-01-03 21:08:00,8.25,12766,Italy
536443,85123A,WHITE HANGING HEART T-LIGHT HOLDER,25,2026-01-15 08:15:00,4.9,12469,Spain
536444,22633,HAND WARMER UNION JACK,38,2026-01-16 22:03:00,6.33,16409,UK
536445,22633,HAND WARMER UNION JACK,16,2026-01-10 07:03:00,1.9,13307,UK
536446,71053,WHITE METAL LANTERN,4,2026-01-23 06:45:00,1.41,16402,Germany
536447,71053,WHITE METAL LANTERN,21,2026-01-06 13:03:00,4.53,14707,UK
536448,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,46,2026-01-19 00:50:00,5.41,14915,France
536449,84406B,CREAM CUPID HEARTS COAT HANGER,11,2026-01-16 16:29:00,5.5,12718,Italy
536450,71053,WHITE METAL LANTERN,39,2026-01-03 17:19:00,6.8,17498,Spain
536451,84406B,CREAM CUPID HEARTS COAT HANGER,19,2026-01-15 23:52:00,8.3,13304,France
536452,71053,WHITE METAL LANTERN,48,2026-01-20 23:51:00,4.33,17972,Spain
536453,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,9,2026-01-06 17:59:00,9.34,15094,UK
536454,22633,HAND WARMER UNION JACK,1,2026-01-18 13:02:00,1.75,15614,UK
536455,84406B,CREAM CUPID HEARTS COAT HANGER,34,2026-01-21 12:57:00,9.0,13312,UK
536456,84406B,CREAM CUPID HEARTS COAT HANGER,16,2026-01-08 05:16:00,3.7,14039,Italy
536457,84406B,CREAM CUPID HEARTS COAT HANGER,19,2026-01-18 22:41:00,1.03,17885,France
536458,71053,WHITE METAL LANTERN,26,2026-01-18 08:05:00,9.52,16515,Spain
536459,85123A,WHITE HANGING HEART T-LIGHT HOLDER,27,2026-01-03 15:19:00,7.41,14046,Italy
536460,22633,HAND WARMER UNION JACK,39,2026-01-08 10:07:00,6.63,13006,France
536461,84406B,CREAM CUPID HEARTS COAT HANGER,14,2026-01-18 04:05:00,8.09,13440,Italy
536462,22633,HAND WARMER UNION JACK,34,2026-01-19 22:31:00,4.8,13073,France
536463,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,50,2026-01-02 08:52:00,6.49,17504,UK
536464,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,32,2026-01-09 02:19:00,9.8,12434,Italy
536465,22633,HAND WARMER UNION JACK,31,2026-01-06 14:56:00,9.64,15388,Spain
536466,85123A,WHITE HANGING HEART T-LIGHT HOLDER,25,2026-01-25 05:13:00,9.5,15704,Germany
536467,22633,HAND WARMER UNION JACK,34,2026-01-14 20:02:00,3.63,16339,France
536468,22633,HAND WARMER UNION JACK,42,2026-01-14 08:05:00,9.56,13563,France
536469,71053,WHITE METAL LANTERN,34,2026-01-09 18:01:00,6.73,17487,Spain
536470,22633,HAND WARMER UNION JACK,21,2026-01-25 14:17:00,8.72,14623,Italy
536471,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,38,2026-01-24 23:29:00,9.15,14773,Spain
536472,22633,HAND WARMER UNION JACK,16,2026-01-08 20:46:00,8.79,16095,Italy
536473,22633,HAND WARMER UNION JACK,1,2026-01-15 14:57:00,9.82,16449,Germany
536474,22633,HAND WARMER UNION JACK,40,2026-01-11 02:48:00,6.49,13559,France
536475,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,48,2026-01-12 18:12:00,6.66,15268,France
536476,22633,HAND WARMER UNION JACK,1,2026-01-25 02:03:00,9.47,15933,UK
536477,84406B,CREAM CUPID HEARTS COAT HANGER,34,2026-01-09 05:34:00,1.45,14672,France
536478,85123A,WHITE HANGING HEART T-LIGHT HOLDER,47,2026-01-06 00:34:00,9.39,15110,UK
536479,85123A,WHITE HANGING HEART T-LIGHT HOLDER,37,2026-01-17 10:09:00,8.56,17418,Spain
536480,71053,WHITE METAL LANTERN,23,2026-01-09 20:04:00,5.83,16709,UK
536481,71053,WHITE METAL LANTERN,6,2026-01-04 17:29:00,3.51,15186,Germany
536482,85123A,WHITE HANGING HEART T-LIGHT HOLDER,43,2026-01-04 06:34:00,3.84,15721,UK
536483,84406B,CREAM CUPID HEARTS COAT HANGER,44,2026-01-01 18:36:00,2.59,12937,France
536484,71053,WHITE METAL LANTERN,18,2026-01-26 03:32:00,6.96,12042,Italy
536485,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,24,2026-01-11 16:24:00,6.61,12596,Spain
536486,71053,WHITE METAL LANTERN,48,2026-01-18 18:36:00,9.59,13069,Germany
536487,22633,HAND WARMER UNION JACK,45,2026-01-03 15:19:00,7.88,16585,Spain
536488,85123A,WHITE HANGING HEART T-LIGHT HOLDER,25,2026-01-05 13:10:00,2.45,14041,UK
536489,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,22,2026-01-11 05:19:00,1.89,13370,Germany
536490,85123A,WHITE HANGING HEART T-LIGHT HOLDER,44,2026-01-21 07:05:00,8.97,15793,Spain
536491,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,2026-01-12 12:05:00,2.34,12756,Spain
536492,22633,HAND WARMER UNION JACK,26,2026-01-25 17:40:00,1.86,16650,France
536493,85123A,WHITE HANGING HEART T-LIGHT HOLDER,20,2026-01-16 22:40:00,1.01,14606,Italy
536494,22633,HAND WARMER UNION JACK,24,2026-01-07 09:08:00,6.77,14432,France
536495,22633,HAND WARMER UNION JACK,5,2026-01-11 09:21:00,6.83,12395,UK
536496,71053,WHITE METAL LANTERN,36,2026-01-12 15:39:00,8.77,14402,Italy
536497,22633,HAND WARMER UNION JACK,20,2026-01-23 23:42:00,7.64,15055,Spain
536498,85123A,WHITE HANGING HEART T-LIGHT HOLDER,47,2026-01-18 07:19:00,7.73,13311,Germany
536499,22633,HAND WARMER UNION JACK,31,2026-01-18 16:31:00,5.6,14201,UK
536500,22633,HAND WARMER UNION JACK,41,2026-01-16 15:11:00,4.7,14266,Italy
536501,84406B,CREAM CUPID HEARTS COAT HANGER,30,2026-01-10 11:29:00,3.37,17475,UK
536502,85123A,WHITE HANGING HEART T-LIGHT HOLDER,29,2026-01-05 09:42:00,2.65,13862,Germany
536503,84406B,CREAM CUPID HEARTS COAT HANGER,41,2026-01-12 12:21:00,2.25,16775,Germany
536504,22633,HAND WARMER UNION JACK,47,2026-01-07 07:08:00,6.65,12323,Germany
536505,84406B,CREAM CUPID HEARTS COAT HANGER,18,2026-01-19 12:57:00,4.03,17759,France
536506,85123A,WHITE HANGING HEART T-LIGHT HOLDER,23,2026-01-03 10:25:00,7.07,17807,Spain
536507,22633,HAND WARMER UNION JACK,39,2026-01-16 09:17:00,4.51,16858,UK
536508,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,32,2026-01-03 04:53:00,2.03,17995,Italy
536509,85123A,WHITE HANGING HEART T-LIGHT HOLDER,42,2026-01-08 22:58:00,3.0,14435,France
536510,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,44,2026-01-19 06:28:00,2.22,16924,France
536511,71053,WHITE METAL LANTERN,24,2026-01-11 23:14:00,6.32,16668,France
536512,85123A,WHITE HANGING HEART T-LIGHT HOLDER,40,2026-01-15 11:00:00,2.3,14064,Italy
536513,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,5,2026-01-24 12:02:00,5.95,16102,France
536514,84406B,CREAM CUPID HEARTS COAT HANGER,11,2026-01-17 08:08:00,6.95,12573,Italy
536515,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,43,2026-01-25 18:00:00,2.88,14895,UK
536516,71053,WHITE METAL LANTERN,31,2026-01-01 19:29:00,3.89,16069,UK
536517,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2026-01-25 17:56:00,9.55,17645,Italy
536518,22633,HAND WARMER UNION JACK,18,2026-01-10 11:29:00,7.0,16866,Spain
536519,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2026-01-24 16:58:00,4.05,13329,France
536520,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2026-01-05 09:34:00,5.34,12643,Spain
536521,84406B,CREAM CUPID HEARTS COAT HANGER,15,2026-01-12 04:13:00,6.42,17207,France
536522,85123A,WHITE HANGING HEART T-LIGHT HOLDER,48,2026-01-02 14:46:00,7.33,16051,Spain
536523,84406B,CREAM CUPID HEARTS COAT HANGER,23,2026-01-17 05:22:00,4.41,14318,UK
536524,84406B,CREAM CUPID HEARTS COAT HANGER,12,2026-01-08 03:47:00,4.05,14010,UK
536525,71053,WHITE METAL LANTERN,5,2026-01-01 13:22:00,1.93,13490,Spain
536526,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,13,2026-01-07 13:35:00,4.92,15465,Italy
536527,85123A,WHITE HANGING HEART T-LIGHT HOLDER,45,2026-01-03 03:56:00,8.79,14420,Italy
536528,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,18,2026-01-14 11:42:00,2.67,16042,UK
536529,22633,HAND WARMER UNION JACK,13,2026-01-08 13:12:00,4.78,15034,UK
536530,71053,WHITE METAL LANTERN,26,2026-01-14 05:04:00,2.14,14666,Italy
536531,84406B,CREAM CUPID HEARTS COAT HANGER,7,2026-01-23 03:07:00,8.71,13259,France
536532,71053,WHITE METAL LANTERN,9,2026-01-14 06:18:00,4.89,13689,UK
536533,22633,HAND WARMER UNION JACK,44,2026-01-09 21:32:00,7.33,13494,France
536534,84406B,CREAM CUPID HEARTS COAT HANGER,7,2026-01-26 05:33:00,6.36,15838,Germany
536535,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,2026-01-02 10:15:00,7.64,12053,UK
536536,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,28,2026-01-23 23:19:00,8.17,12947,France
536537,85123A,WHITE HANGING HEART T-LIGHT HOLDER,33,2026-01-17 18:42:00,8.04,12936,Germany
536538,84406B,CREAM CUPID HEARTS COAT HANGER,5,2026-01-08 09:07:00,1.84,14867,Spain
536539,84406B,CREAM CUPID HEARTS COAT HANGER,37,2026-01-19 11:18:00,5.51,16380,Germany
536540,84406B,CREAM CUPID HEARTS COAT HANGER,13,2026-01-13 19:07:00,4.7,15733,France
536541,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,48,2026-01-12 14:05:00,7.38,16989,Spain
536542,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,25,2026-01-18 11:28:00,4.53,13834,Spain
